	sampleID_HISTORICAL	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes_sequencing	study_accession_ENA	sample_accession_ENA	experiment_accession_ENA	run_accession_ENA	RC	Mreads	>=Q30
P27361_1193	FL071_L105784	S41QCL	L105784	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A1	3000874098.0	A1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376443	ERX11436920	ERR12053699	0.37	81.69	
P27361_1194	FL071_L105785	SA9ESE	L105785	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A2	3000874098.0	A2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376504	ERX11436921	ERR12053700	0.64	82.26	
P27361_1195	FL071_L105786	SNHKBL	L105786	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A3	3000874098.0	A3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376759	ERX11436922	ERR12053701	1.22	81.74	
P27361_1196	FL071_L105787	SWSD5Q	L105787	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A4	3000874098.0	A4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376887	ERX11436923	ERR12053702	0.97	81.94	
P27361_1197	FL071_L105788	SFA6NX	L105788	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A5	3000874098.0	A5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376588	ERX11436924	ERR12053703	0.2	81.91	
P27361_1198	FL071_L105789	SNY9RA	L105789	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A6	3000874098.0	A6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376765	ERX11436925	ERR12053704	1.77	83.29	
P27361_1199	FL071_L105790	SHL7EQ	L105790	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A7	3000874098.0	A7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376638	ERX11436926	ERR12053705	0.99	82.72	
P27361_1200	FL071_L105791	S66MLL	L105791	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A8	3000874098.0	A8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376462	ERX11436927	ERR12053706	0.3	82.19	
P27361_1201	FL071_L105792	SAKWZF	L105792	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A9	3000874098.0	A9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376514	ERX11436928	ERR12053707	0.62	83.07	
P27361_1202	FL071_L105793	SMUXIF	L105793	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A10	3000874098.0	A10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376747	ERX11436929	ERR12053708	4.56	81.6	
P27361_1203	FL071_L105794	SVPNXC	L105794	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A11	3000874098.0	A11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376869	ERX11436930	ERR12053709	1.08	82.37	
P27361_1204	FL071_L105795	S1RUA8	L105795	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	A12	3000874098.0	A12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376420	ERX11436931	ERR12053710	1.13	82.14	
P27361_1205	FL071_L105796	SHEPE2	L105796	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B1	3000874098.0	B1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376634	ERX11436932	ERR12053711	1.32	83.19	
P27361_1206	FL071_L105797	SUMWQT	L105797	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B2	3000874098.0	B2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376852	ERX11436933	ERR12053712	1.86	82.55	
P27361_1207	FL071_L105798		L105798	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL071	B3	3000874098.0	B3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376999	ERX11436934	ERR12053713	0.0	79.8	
P27361_1208	FL071_L105799		L105799	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL071	B4	3000874098.0	B4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377064	ERX11436935	ERR12053714	1.04	83.82	
P27361_1209	FL071_L105800	SV9LQH	L105800	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B5	3000874098.0	B5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376860	ERX11436936	ERR12053715	0.94	82.28	
P27361_1210	FL071_L105801	SDKWFT	L105801	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B6	3000874098.0	B6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376563	ERX11436937	ERR12053716	1.27	81.75	
P27361_1211	FL071_L105802	SKSKAX	L105802	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B7	3000874098.0	B7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376698	ERX11436938	ERR12053717	1.37	80.97	
P27361_1212	FL071_L105803	SIU76M	L105803	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B8	3000874098.0	B8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376660	ERX11436939	ERR12053718	1.79	83.42	
P27361_1213	FL071_L105804	SXFQ3B	L105804	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B9	3000874098.0	B9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376899	ERX11436940	ERR12053719	0.44	82.19	
P27361_1214	FL071_L105805	SKZH9I	L105805	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B10	3000874098.0	B10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376704	ERX11436941	ERR12053720	2.95	81.58	
P27361_1215	FL071_L105806	SMDKTA	L105806	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B11	3000874098.0	B11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376730	ERX11436942	ERR12053721	2.49	82.61	
P27361_1216	FL071_L105807	SVLK4Q	L105807	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	B12	3000874098.0	B12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376866	ERX11436943	ERR12053722	0.38	83.43	
P27361_1217	FL071_L105808	SD1IKG	L105808	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C1	3000874098.0	C1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376556	ERX11436944	ERR12053723	0.26	82.68	
P27361_1218	FL071_L105809	S1JEMF	L105809	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C2	3000874098.0	C2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376416	ERX11436945	ERR12053724	0.22	82.54	
P27361_1219	FL071_L105810	SWT4AV	L105810	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C3	3000874098.0	C3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376888	ERX11436946	ERR12053725	1.29	81.54	
P27361_1220	FL071_L105811	SW8YIK	L105811	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C4	3000874098.0	C4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376876	ERX11436947	ERR12053726	1.63	83.04	
P27361_1221	FL071_L105812	SJJMI8	L105812	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C5	3000874098.0	C5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376675	ERX11436948	ERR12053727	1.08	82.53	
P27361_1222	FL071_L105813	SUFZKK	L105813	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C6	3000874098.0	C6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376848	ERX11436949	ERR12053728	1.41	82.48	
P27361_1223	FL071_L105814	SBR5XF	L105814	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C7	3000874098.0	C7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376536	ERX11436950	ERR12053729	0.95	82.44	
P27361_1224	FL071_L105815	SNEIQV	L105815	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C8	3000874098.0	C8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376757	ERX11436951	ERR12053730	1.18	82.41	
P27361_1225	FL071_L105816	S7IQZ5	L105816	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C9	3000874098.0	C9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376476	ERX11436952	ERR12053731	0.31	82.59	
P27361_1226	FL071_L105817	SMIRVV	L105817	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C10	3000874098.0	C10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376737	ERX11436953	ERR12053732	0.42	82.26	
P27361_1227	FL071_L105818	SFJ9GM	L105818	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C11	3000874098.0	C11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376593	ERX11436954	ERR12053733	0.17	83.02	
P27361_1228	FL071_L105819	S8RQAD	L105819	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	C12	3000874098.0	C12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376491	ERX11436955	ERR12053734	1.28	81.72	
P27361_1229	FL071_L105820	SAU1VN	L105820	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D1	3000874098.0	D1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376520	ERX11436956	ERR12053735	0.89	82.21	
P27361_1230	FL071_L105821	SMQ7AJ	L105821	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D2	3000874098.0	D2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376744	ERX11436957	ERR12053736	1.83	81.88	
P27361_1231	FL071_L105822	SVC3RP	L105822	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D3	3000874098.0	D3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376862	ERX11436958	ERR12053737	0.53	81.47	
P27361_1232	FL071_L105823	SAHSIX	L105823	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D4	3000874098.0	D4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376508	ERX11436959	ERR12053738	0.98	81.12	
P27361_1233	FL071_L105824	SWR4SH	L105824	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D5	3000874098.0	D5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376886	ERX11436960	ERR12053739	0.79	80.49	
P27361_1234	FL071_L105825	S52BZB	L105825	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D6	3000874098.0	D6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376456	ERX11436961	ERR12053740	0.81	83.01	
P27361_1235	FL071_L105826	SSSUMW	L105826	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D7	3000874098.0	D7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376817	ERX11436962	ERR12053741	1.58	80.43	
P27361_1236	FL071_L105827	SMC4XT	L105827	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D8	3000874098.0	D8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376728	ERX11436963	ERR12053742	0.87	82.37	
P27361_1237	FL071_L105828	S8GN54	L105828	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D9	3000874098.0	D9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376487	ERX11436964	ERR12053743	1.64	83.45	
P27361_1238	FL071_L105829	S3RWXK	L105829	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D10	3000874098.0	D10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376440	ERX11436965	ERR12053744	1.46	82.11	
P27361_1239	FL071_L105830	SPCT51	L105830	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D11	3000874098.0	D11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376769	ERX11436966	ERR12053745	1.49	82.22	
P27361_1240	FL071_L105831	SL1Z64	L105831	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	D12	3000874098.0	D12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376707	ERX11436967	ERR12053746	0.77	82.78	
P27361_1241	FL071_L105832	SIBL4W	L105832	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E1	3000874098.0	E1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376653	ERX11436968	ERR12053747	1.8	81.71	
P27361_1242	FL071_L105833	SDU5H1	L105833	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E2	3000874098.0	E2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376569	ERX11436969	ERR12053748	1.87	82.91	
P27361_1243	FL071_L105834	SZ6QLF	L105834	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E3	3000874098.0	E3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376926	ERX11436970	ERR12053749	0.51	82.0	
P27361_1244	FL071_L105835	S1I8KR	L105835	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E4	3000874098.0	E4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376413	ERX11436971	ERR12053750	0.74	80.57	
P27361_1245	FL071_L105836	STZBGQ	L105836	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E5	3000874098.0	E5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376835	ERX11436972	ERR12053751	0.16	82.34	
P27361_1246	FL071_L105837	SYDBRR	L105837	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E6	3000874098.0	E6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376916	ERX11436973	ERR12053752	0.12	82.3	
P27361_1247	FL071_L105838	SQW53T	L105838	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E7	3000874098.0	E7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376792	ERX11436974	ERR12053753	0.41	82.56	
P27361_1248	FL071_L105839	SBN6TZ	L105839	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E8	3000874098.0	E8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376534	ERX11436975	ERR12053754	0.85	82.82	
P27361_1249	FL071_L105840		L105840	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL071	E9	3000874098.0	E9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377000	ERX11436976	ERR12053755	0.0	81.04	
P27361_1250	FL071_L105841		L105841	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL071	E10	3000874098.0	E10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16377065	ERX11436977	ERR12053756	0.78	83.19	
P27361_1251	FL071_L105842	SZZZUN	L105842	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E11	3000874098.0	E11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376937	ERX11436978	ERR12053757	2.91	82.86	
P27361_1252	FL071_L105843	SR7UZI	L105843	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	E12	3000874098.0	E12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376795	ERX11436979	ERR12053758	0.32	82.4	
P27361_1253	FL071_L105844	SAT8MF	L105844	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F1	3000874098.0	F1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376519	ERX11436980	ERR12053759	1.39	82.4	
P27361_1254	FL071_L105845	S7QNZZ	L105845	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F2	3000874098.0	F2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376480	ERX11436981	ERR12053760	0.74	80.65	
P27361_1255	FL071_L105846	SEKK1C	L105846	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F3	3000874098.0	F3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376580	ERX11436982	ERR12053761	0.34	81.75	
P27361_1256	FL071_L105847	S25XQT	L105847	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F4	3000874098.0	F4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376427	ERX11436983	ERR12053762	1.1	82.19	
P27361_1257	FL071_L105848	SC6VKR	L105848	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F5	3000874098.0	F5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376542	ERX11436984	ERR12053763	2.03	82.58	
P27361_1258	FL071_L105849	SZXDDQ	L105849	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F6	3000874098.0	F6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376934	ERX11436985	ERR12053764	0.51	83.67	
P27361_1259	FL071_L105850	S7HUZJ	L105850	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F7	3000874098.0	F7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376475	ERX11436986	ERR12053765	0.59	82.95	
P27361_1260	FL071_L105851	SXUM6L	L105851	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F8	3000874098.0	F8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376909	ERX11436987	ERR12053766	0.26	83.11	
P27361_1261	FL071_L105852	SNS7PT	L105852	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F9	3000874098.0	F9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376762	ERX11436988	ERR12053767	1.32	83.62	
P27361_1262	FL071_L105853	SBW2IU	L105853	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F10	3000874098.0	F10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376539	ERX11436989	ERR12053768	1.24	83.61	
P27361_1263	FL071_L105854	SKYLB5	L105854	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F11	3000874098.0	F11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376703	ERX11436990	ERR12053769	2.23	82.99	
P27361_1264	FL071_L105855	S9QCPW	L105855	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	F12	3000874098.0	F12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376500	ERX11436991	ERR12053770	0.48	82.13	
P27361_1265	FL071_L105856	S5VAVX	L105856	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G1	3000874098.0	G1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376459	ERX11436992	ERR12053771	2.25	83.36	
P27361_1266	FL071_L105857	S6N22I	L105857	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G2	3000874098.0	G2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376468	ERX11436993	ERR12053772	0.28	82.73	
P27361_1267	FL071_L105858	SAKFDH	L105858	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G3	3000874098.0	G3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376513	ERX11436994	ERR12053773	0.31	82.52	
P27361_1268	FL071_L105859	SIAU5D	L105859	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G4	3000874098.0	G4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376651	ERX11436995	ERR12053774	0.35	81.71	
P27361_1269	FL071_L105860	SEZEME	L105860	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G5	3000874098.0	G5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376587	ERX11436996	ERR12053775	0.78	82.34	
P27361_1270	FL071_L105861	SGMRTH	L105861	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G6	3000874098.0	G6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376614	ERX11436997	ERR12053776	1.25	82.28	
P27361_1271	FL071_L105862	SCIZX4	L105862	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G7	3000874098.0	G7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376549	ERX11436998	ERR12053777	1.24	83.45	
P27361_1272	FL071_L105863	SQ5QJJ	L105863	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G8	3000874098.0	G8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376779	ERX11436999	ERR12053778	0.06	81.23	
P27361_1273	FL071_L105864	SMTTA3	L105864	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G9	3000874098.0	G9	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376746	ERX11437000	ERR12053779	0.71	83.33	
P27361_1274	FL071_L105865	SAZLFK	L105865	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G10	3000874098.0	G10	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376522	ERX11437001	ERR12053780	0.77	81.62	
P27361_1275	FL071_L105866	SUHACJ	L105866	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G11	3000874098.0	G11	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376849	ERX11437002	ERR12053781	0.24	82.5	
P27361_1276	FL071_L105867	SV3RNA	L105867	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	G12	3000874098.0	G12	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376857	ERX11437003	ERR12053782	0.48	82.97	
P27361_1277	FL071_L105868	SMWJQC	L105868	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H1	3000874098.0	H1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376748	ERX11437004	ERR12053783	0.48	82.23	
P27361_1278	FL071_L105869	SHVAQC	L105869	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H2	3000874098.0	H2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376645	ERX11437005	ERR12053784	0.18	81.34	
P27361_1279	FL071_L105870	SFLHZJ	L105870	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H3	3000874098.0	H3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376594	ERX11437006	ERR12053785	0.39	82.83	
P27361_1280	FL071_L105871	S4D55F	L105871	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H4	3000874098.0	H4	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376446	ERX11437007	ERR12053786	1.84	82.23	
P27361_1281	FL071_L105872	S9GZFH	L105872	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H5	3000874098.0	H5	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376496	ERX11437008	ERR12053787	1.7	82.69	
P27361_1282	FL071_L105873	S7UEB5	L105873	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H6	3000874098.0	H6	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376481	ERX11437009	ERR12053788	0.71	82.72	
P27361_1283	FL071_L105874	SMYVGG	L105874	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H7	3000874098.0	H7	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376749	ERX11437010	ERR12053789	0.35	82.12	
P27361_1284	FL071_L105875	S8EJDF	L105875	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL071	H8	3000874098.0	H8	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376486	ERX11437011	ERR12053790	0.75	82.66	
P27361_1285	FL071_neg		FL071_neg	CO1_lysate_2019_MG	extraction_neg	Madagascar	False	False		FL071		3000874098.0		batch16	P27361	sequencing successfull	PRJEB61109	ERS16377020	ERX11437012	ERR12053791	0.01	79.46	
P27361_1286	FL071_pos		FL071_pos	CO1_lysate_2019_MG	positive_control	Madagascar	False	False		FL071		3000874098.0		batch16	P27361	sequencing successfull	PRJEB61109	ERS16377134	ERX11437013	ERR12053792	1.17	82.14	
P27361_1287	FL071_Neg_PCR		FL071_Neg_PCR	CO1_lysate_2019_MG	pcr_neg	Madagascar	False	False		FL071				batch16	P27361	sequencing successfull	PRJEB61109	ERS16377110	ERX11437014	ERR12053793	0.01	79.05	
P27361_1385	FL072_L105876	S7LCXX	L105876	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A1	3000491391.0	A1	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376479	ERX11437109	ERR12053888	0.18	81.14	
P27361_1386	FL072_L105877	SD1R46	L105877	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A2	3000491391.0	A2	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376557	ERX11437110	ERR12053889	0.35	79.6	
P27361_1387	FL072_L105878	SMZHHI	L105878	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL072	A3	3000491391.0	A3	batch16	P27361	sequencing successfull	PRJEB61109	ERS16376750	ERX11437111	ERR12053890	0.95	82.13	
