sampleID_NGI	sampleID_SEQ	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes
P25061_1037	FL048_L104448	SIZSVD	L104448	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	E5	3000491424	E5	batch08	P25061	NA
P25061_1004	FL048_L104432	SJ2E6U	L104432	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	D1	3000491424	D1	batch08	P25061	NA
P25061_1717	FL051_L104682	SJ3EIC	L104682	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	C8	3000491460	C8	batch08	P25061	NA
P25061_1690	FL051_L104723	SJ5UWQ	L104723	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	F3	3000491460	F3	batch08	P25061	NA
P25061_1268	FL047_L104349	SJ9SMZ	L104349	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	D10	3000491457	D10	batch08	P25061	NA
P25061_1258	FL047_L104324	SJAAS3	L104324	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	B9	3000491457	B9	batch08	P25061	NA
P25061_1680	FL051_L100703	SJAKU7	L100703	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	B2	3000491460	B2	batch08	P25061	NA
P25061_1107	FL044_L104052	SJCLTU	L104052	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	C2	3000491422	C2	batch08	P25061	NA
P25061_1322	FL049_L104504	SJDXUE	L104504	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	B5	3000491458	B5	batch08	P25061	NA
P25061_1075	FL048_L104429	SJEKAH	L104429	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	C10	3000491424	C10	batch08	P25061	NA
P25061_1495	FL045_L104193	SJFRA3	L104193	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	G2	3000491423	G2	batch08	P25061	NA
P25061_1503	FL045_L104194	SJFVRE	L104194	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	G3	3000491423	G3	batch08	P25061	NA
P25061_1482	FL045_L104131	SJFYA2	L104131	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	B1	3000491423	B1	batch08	P25061	NA
P25061_1044	FL048_L104437	SJJFYF	L104437	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	D6	3000491424	D6	batch08	P25061	NA
P25061_1537	FL045_L104126	SJK8YQ	L104126	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	A8	3000491423	A8	batch08	P25061	NA
P25061_1314	FL049_L104503	SJKPS5	L104503	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	B4	3000491458	B4	batch08	P25061	NA
P25061_1183	FL044_L104109	SJKVBM	L104109	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	G11	3000491422	G11	batch08	P25061	NA
P25061_1250	FL047_L104323	SJLBVX	L104323	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	B8	3000491457	B8	batch08	P25061	NA
P25061_1008	FL048_L104480	SJLDTA	L104480	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	H1	3000491424	H1	batch08	P25061	NA
P25061_1046	FL048_L104461	SJM3YU	L104461	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	F6	3000491424	F6	batch08	P25061	NA
P25061_1293	FL049_L104536	SJMVC9	L104536	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	E1	3000491458	E1	batch08	P25061	NA
P25061_1722	FL051_L101078	SJNEJS	L101078	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	B9	3000491460	B9	batch08	P25061	NA
P25061_1647	FL046_L104292	SJQXNB	L104292	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	G9	3000491421	G9	batch08	P25061	NA
P25061_1324	FL049_L104528	SJSRVZ	L104528	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	D5	3000491458	D5	batch08	P25061	NA
P25061_1340	FL049_L104530	SJSW45	L104530	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	D7	3000491458	D7	batch08	P25061	NA
P25061_1446	FL050_L104648	SJTAGD	L104648	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	F8	3000491459	F8	batch08	P25061	NA
P25061_1116	FL044_L104065	SJTIF7	L104065	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	D3	3000491422	D3	batch08	P25061	NA
P25061_1005	FL048_L104444	SJTLBQ	L104444	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	E1	3000491424	E1	batch08	P25061	NA
P25061_1110	FL044_L104088	SJVDYE	L104088	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	F2	3000491422	F2	batch08	P25061	NA
P25061_1570	FL045_L104142	SJXKU6	L104142	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	B12	3000491423	B12	batch08	P25061	NA
P25061_1625	FL046_L104218	SJY6GZ	L104218	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	A7	3000491421	A7	batch08	P25061	NA
P25061_1601	FL046_L104215	SJYDIF	L104215	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	A4	3000491421	A4	batch08	P25061	NA
P25061_1652	FL046_L104257	SJYGZV	L104257	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	D10	3000491421	D10	batch08	P25061	NA
P25061_1364	FL049_L104533	SJYQHB	L104533	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	D10	3000491458	D10	batch08	P25061	NA
P25061_1735	FL051_L104707	SJZTWK	L104707	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	D11	3000491460	D11	batch08	P25061	NA
P25061_1260	FL047_L104348	SK5BWF	L104348	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	D9	3000491457	D9	batch08	P25061	NA
P25061_1306	FL049_L104502	SK5MWL	L104502	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	B3	3000491458	B3	batch08	P25061	NA
P25061_1432	FL050_L104670	SK7LJD	L104670	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	H6	3000491459	H6	batch08	P25061	NA
P25061_1317	FL049_L104539	SKBTFF	L104539	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	E4	3000491458	E4	batch08	P25061	NA
P25061_1124	FL044_L104066	SKDHPP	L104066	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	D4	3000491422	D4	batch08	P25061	NA
P25061_1019	FL048_L104422	SKEKNQ	L104422	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	C3	3000491424	C3	batch08	P25061	NA
P25061_1108	FL044_L104064	SKETDX	L104064	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	D2	3000491422	D2	batch08	P25061	NA
P25061_1034	FL048_L104412	SKFI5N	L104412	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	B5	3000491424	B5	batch08	P25061	NA
P25061_1235	FL047_L104333	SKFWRP	L104333	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	C6	3000491457	C6	batch08	P25061	NA
P25061_1240	FL047_L104393	SKGIXS	L104393	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	H6	3000491457	H6	batch08	P25061	NA
P25061_1488	FL045_L104204	SKGQPC	L104204	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	H1	3000491423	H1	batch08	P25061	NA
P25061_1261	FL047_L104360	SKHKTZ	L104360	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	E9	3000491457	E9	batch08	P25061	NA
P25061_1657	FL046_L104222	SKKBKD	L104222	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	A11	3000491421	A11	batch08	P25061	NA
P25061_1300	FL049_L104525	SKPDMA	L104525	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	D2	3000491458	D2	batch08	P25061	NA
P25061_1731	FL051_L104718	SKPMHN	L104718	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	E10	3000491460	E10	batch08	P25061	NA
P25061_1071	FL048_L104476	SKSCWI	L104476	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	G9	3000491424	G9	batch08	P25061	NA
P25061_1161	FL044_L104035	SKTX1B	L104035	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	A9	3000491422	A9	batch08	P25061	NA
P25061_1213	FL047_L104354	SKX2SH	L104354	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	E3	3000491457	E3	batch08	P25061	NA
P25061_1002	FL048_L104408	SL18JG	L104408	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	B1	3000491424	B1	batch08	P25061	NA
P25061_1226	FL047_L104320	SL1LXU	L104320	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	B5	3000491457	B5	batch08	P25061	NA
P25061_1074	FL048_L104417	SL6I8Q	L104417	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	B10	3000491424	B10	batch08	P25061	NA
P25061_1231	FL047_L104380	SL9C2W	L104380	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	G5	3000491457	G5	batch08	P25061	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.
P25061_1001	FL048_L104396	SLBS4M	L104396	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	A1	3000491424	A1	batch08	P25061	NA
P25061_1374	FL049_L104558	SLBVYU	L104558	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	F11	3000491458	F11	batch08	P25061	NA
P25061_1594	FL046_L104226	SLE4FM	L104226	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	B3	3000491421	B3	batch08	P25061	NA
P25061_1159	FL044_L104106	SLEFBT	L104106	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	G8	3000491422	G8	batch08	P25061	NA
P25061_1465	FL050_L104590	SLFHGY	L104590	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	A11	3000491459	A11	batch08	P25061	NA
P25061_1222	FL047_L104367	SLFR5D	L104367	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	F4	3000491457	F4	batch08	P25061	NA
P25061_1585	FL046_L104213	SLGFSV	L104213	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	A2	3000491421	A2	batch08	P25061	NA
P25061_1536	FL045_L104210	SLGMHA	L104210	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	H7	3000491423	H7	batch08	P25061	NA
P25061_1621	FL046_L104265	SLHK8G	L104265	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	E6	3000491421	E6	batch08	P25061	NA
P25061_1013	FL048_L104445	SLI4R1	L104445	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	E2	3000491424	E2	batch08	P25061	NA
P25061_1391	FL050_L104653	SLICFD	L104653	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	G1	3000491459	G1	batch08	P25061	NA
P25061_1245	FL047_L104358	SLIJM2	L104358	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	E7	3000491457	E7	batch08	P25061	NA
P25061_1654	FL046_L104281	SLJKAA	L104281	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	F10	3000491421	F10	batch08	P25061	NA
P25061_1123	FL044_L104054	SLMWNQ	L104054	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	C4	3000491422	C4	batch08	P25061	NA
P25061_1473	FL050_L104591	SLPZ4G	L104591	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	A12	3000491459	A12	batch08	P25061	NA
P25061_1623	FL046_L104289	SLRCN1	L104289	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	G6	3000491421	G6	batch08	P25061	NA
P25061_1555	FL045_L104152	SLRHVF	L104152	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	C10	3000491423	C10	batch08	P25061	NA
P25061_1411	FL050_L104607	SLSRAD	L104607	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	C4	3000491459	C4	batch08	P25061	NA
P25061_1076	FL048_L104441	SLWGZW	L104441	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	D10	3000491424	D10	batch08	P25061	NA
P25061_1588	FL046_L104249	SLYEBT	L104249	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	D2	3000491421	D2	batch08	P25061	NA
P25061_1014	FL048_L104457	SM4GSH	L104457	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	F2	3000491424	F2	batch08	P25061	NA
P25061_1728	FL051_L101079	SM5DN1	L101079	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	B10	3000491460	B10	batch08	P25061	NA
P25061_1016	FL048_L104481	SM5MGH	L104481	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	H2	3000491424	H2	batch08	P25061	NA
P25061_1383	FL049_L104571	SMDAG7	L104571	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	G12	3000491458	G12	batch08	P25061	NA
P25061_1620	FL046_L104253	SMDIKB	L104253	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	D6	3000491421	D6	batch08	P25061	NA
P25061_1084	FL048_L104442	SMHBVJ	L104442	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	D11	3000491424	D11	batch08	P25061	NA
P25061_1291	FL049_L104512	SMIFDU	L104512	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	C1	3000491458	C1	batch08	P25061	NA
P25061_1309	FL049_L104538	SMJLGW	L104538	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	E3	3000491458	E3	batch08	P25061	NA
P25061_1649	FL046_L104221	SMKUYZ	L104221	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	A10	3000491421	A10	batch08	P25061	NA
P25061_1027	FL048_L104423	SMLJXV	L104423	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	C4	3000491424	C4	batch08	P25061	NA
P25061_1409	FL050_L104583	SMNCR7	L104583	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	A4	3000491459	A4	batch08	P25061	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.
P25061_1595	FL046_L104238	SMP5EB	L104238	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	C3	3000491421	C3	batch08	P25061	NA
P25061_1739	FL051_L104690	SMPFTN	L104690	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	C12	3000491460	C12	batch08	P25061	NA
P25061_1410	FL050_L104595	SMPUM7	L104595	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	B4	3000491459	B4	batch08	P25061	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.
P25061_1574	FL045_L104191	SMQCWN	L104191	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	F12	3000491423	F12	batch08	P25061	NA
P25061_1158	FL044_L104094	SMRUGQ	L104094	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	F8	3000491422	F8	batch08	P25061	NA
P25061_1276	FL047_L104350	SMSDHU	L104350	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	D11	3000491457	D11	batch08	P25061	NA
P25061_1511	FL045_L104195	SMSDXK	L104195	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	G4	3000491423	G4	batch08	P25061	NA
P25061_1426	FL050_L104597	SMSUEE	L104597	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	B6	3000491459	B6	batch08	P25061	NA
P25061_1665	FL046_L104223	SMSZKU	L104223	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	A12	3000491421	A12	batch08	P25061	NA
P25061_1285	FL047_L104363	SMTDJM	L104363	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	E12	3000491457	E12	batch08	P25061	NA
P25061_1359	FL049_L104568	SMTMR5	L104568	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	G9	3000491458	G9	batch08	P25061	NA
P25061_1122	FL044_L104042	SMTXUT	L104042	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	B4	3000491422	B4	batch08	P25061	NA
P25061_1571	FL045_L104154	SMURTU	L104154	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	C12	3000491423	C12	batch08	P25061	NA
P25061_1721	FL051_L100514	SMVGQV	L100514	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	A9	3000491460	A9	batch08	P25061	NA
P25061_1380	FL049_L104535	SMVJMJ	L104535	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	D12	3000491458	D12	batch08	P25061	NA
P25061_1194	FL047_L104316	SMX8AD	L104316	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	B1	3000491457	B1	batch08	P25061	NA
P25061_1614	FL046_L104276	SMXXL2	L104276	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	F5	3000491421	F5	batch08	P25061	NA
P25061_1686	FL051_L100796	SMYRDH	L100796	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	B3	3000491460	B3	batch08	P25061	NA
P25061_1136	FL044_L104115	SMYS9G	L104115	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	H5	3000491422	H5	batch08	P25061	NA
P25061_1514	FL045_L104135	SMYW2N	L104135	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	B5	3000491423	B5	batch08	P25061	NA
P25061_1031	FL048_L104471	SMZ1CF	L104471	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	G4	3000491424	G4	batch08	P25061	NA
P25061_1475	FL050_L104615	SN17HU	L104615	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	C12	3000491459	C12	batch08	P25061	NA
P25061_1330	FL049_L104505	SN3BAV	L104505	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	B6	3000491458	B6	batch08	P25061	NA
P25061_1587	FL046_L104237	SN3KJG	L104237	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	C2	3000491421	C2	batch08	P25061	NA
P25061_1619	FL046_L104241	SN5AR3	L104241	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	C6	3000491421	C6	batch08	P25061	NA
P25061_1332	FL049_L104529	SN8VCT	L104529	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	D6	3000491458	D6	batch08	P25061	NA
P25061_1238	FL047_L104369	SNDE6M	L104369	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	F6	3000491457	F6	batch08	P25061	NA
P25061_1223	FL047_L104379	SNDWG1	L104379	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	G4	3000491457	G4	batch08	P25061	NA
P25061_1041	FL048_L104401	SNFITE	L104401	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL048	A6	3000491424	A6	batch08	P25061	NA
P25061_1196	FL047_L104340	SNHDGH	L104340	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	D1	3000491457	D1	batch08	P25061	NA
P25061_1182	FL044_L104097	SNKNGI	L104097	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	F11	3000491422	F11	batch08	P25061	NA
P25061_1734	FL051_L104688	SNLJSR	L104688	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	C11	3000491460	C11	batch08	P25061	NA
P25061_1566	FL045_L104190	SNMMYK	L104190	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL045	F11	3000491423	F11	batch08	P25061	NA
P25061_1295	FL049_L104560	SNMNNT	L104560	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	G1	3000491458	G1	batch08	P25061	NA
P25061_1273	FL047_L104314	SNMQTP	L104314	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	A11	3000491457	A11	batch08	P25061	NA
P25061_1610	FL046_L104228	SNMY7R	L104228	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	B5	3000491421	B5	batch08	P25061	NA
P25061_1167	FL044_L104107	SNNAVS	L104107	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	G9	3000491422	G9	batch08	P25061	NA
P25061_1175	FL044_L104108	SNQ6EC	L104108	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL044	G10	3000491422	G10	batch08	P25061	NA
P25061_1586	FL046_L104225	SNQZIY	L104225	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL046	B2	3000491421	B2	batch08	P25061	NA
P25061_1725	FL051_L104717	SNSKNA	L104717	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL051	E9	3000491460	E9	batch08	P25061	NA
P25061_1377	FL049_L104499	SNT9KU	L104499	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL049	A12	3000491458	A12	batch08	P25061	NA
P25061_1252	FL047_L104347	SNTRNW	L104347	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	D8	3000491457	D8	batch08	P25061	NA
P25061_1417	FL050_L104584	SNWSWQ	L104584	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	A5	3000491459	A5	batch08	P25061	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.
P25061_1434	FL050_L104598	SNWXWR	L104598	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	B7	3000491459	B7	batch08	P25061	NA
P25061_1262	FL047_L104372	SNXBTU	L104372	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	F9	3000491457	F9	batch08	P25061	NA
P25061_1287	FL047_L104387	SNXMMH	L104387	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL047	G12	3000491457	G12	batch08	P25061	NA
P25061_1448	FL050_L104672	SNXZBK	L104672	CO1_lysate_2019_SE	sample	Sweden	TRUE	FALSE	samples_metadata_malaise_SE_2019	FL050	H8	3000491459	H8	batch08	P25061	NA
